A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,scenario,policy,model
123,292.43095775999274,1.5,0.4989496914847419,42.72611372149182,10.0,0.666744434027291,309.10185800059656,10.0,0.2589053915989254,65.57560163903372,1.0,0.5365561452688598,233.0658072372375,1.0,0.9497984978862166,1.5,3.5,1.5,10000,Policy 0,dikesnet
4,32.542717562565315,1.5,0.7173987544272074,110.79612324646364,1.5,0.8744637178713459,237.32914354413657,10.0,0.6148922964492353,270.7385935148539,1.0,0.7289490498515684,188.36088777871467,1.5,0.197482743669792,2.5,2.5,1.5,10001,Policy 0,dikesnet
62,217.79909749860457,1.0,0.6669829815010049,48.96250561040736,1.0,0.1965823456532751,110.36957056579446,1.5,0.606821960451271,62.24653761718163,1.0,0.3483796258163056,346.4375354337114,1.5,0.0358689522214045,2.5,2.5,1.5,10002,Policy 0,dikesnet
114,209.7553915081,1.5,0.4273799373857613,275.35116009058413,1.5,0.7991579237205537,126.94079376657416,10.0,0.4879602835303053,195.59269734505307,1.0,0.9998832532284784,66.3027879533805,1.5,0.4554721579176253,1.5,1.5,2.5,10003,Policy 0,dikesnet
43,48.58720051752208,1.5,0.2526714551633641,295.8029598166966,1.5,0.4232856960204785,309.00266627714126,1.5,0.5265223587895907,30.58091869527529,1.5,0.5880090598544541,288.3856812229351,10.0,0.0945312029215689,4.5,4.5,3.5,10004,Policy 0,dikesnet
23,193.62949831314015,10.0,0.5210251712738881,63.49775194080488,1.0,0.7693094166381103,326.7374527198499,1.0,0.6118080164387293,175.10748141532363,10.0,0.1321053731745429,56.549921719305786,10.0,0.8391715816601227,3.5,1.5,3.5,10005,Policy 0,dikesnet
9,174.2223782914385,1.5,0.1551409095969396,84.10935171325099,10.0,0.3680605711942457,77.44016437533259,10.0,0.2835176508700511,250.11116259728487,1.0,0.2406752457548979,173.0811849527603,10.0,0.5707716904070462,1.5,1.5,2.5,10006,Policy 0,dikesnet
24,62.73180799609094,1.5,0.1209417711753093,318.73236493059244,1.0,0.5048223082458334,101.37609857809376,1.0,0.2427408871846899,198.2946639867549,1.5,0.9048364952471308,123.44317766376516,1.0,0.4084316946591291,2.5,1.5,1.5,10007,Policy 0,dikesnet
90,180.23214156209173,10.0,0.1922143193409335,73.50849901408695,1.0,0.8072804508665126,114.5691314846887,1.5,0.1303431520113751,305.3774627893052,1.0,0.8231203788253743,49.457421365092834,1.0,0.0448872579031047,2.5,4.5,1.5,10008,Policy 0,dikesnet
6,93.51745439465884,1.0,0.8891547720682325,96.83271911684588,10.0,0.314095474339378,348.4353649170424,1.5,0.0123469435612637,119.698177226505,1.5,0.0102688859758325,216.2950496802196,10.0,0.4302814667987824,2.5,1.5,2.5,10009,Policy 0,dikesnet
70,178.1077954999163,10.0,0.2158037573144084,49.456984495778585,1.0,0.1710155081896962,130.68622313908588,10.0,0.6955419628444591,331.0168019796891,1.5,0.878342442580397,210.4632331009929,1.5,0.5951797506820306,1.5,2.5,2.5,10010,Policy 0,dikesnet
66,170.23212947325302,10.0,0.3762669768174994,67.5961823967174,1.5,0.1915787410382557,77.68717151045897,10.0,0.8733187938014847,108.77754749125972,10.0,0.1981754756489355,231.68733700154303,10.0,0.1946962896892379,4.5,4.5,2.5,10011,Policy 0,dikesnet
126,196.4502739217632,1.0,0.304910232988701,292.51528888410684,10.0,0.6021403536134635,328.9972557946393,1.5,0.8119186004191599,181.76992521864787,1.5,0.6748992833694559,267.10017409212776,1.0,0.5888972939562932,2.5,4.5,2.5,10012,Policy 0,dikesnet
15,47.90492230339553,10.0,0.7169051068868613,116.5938325962987,10.0,0.5065539106316811,173.5826378916169,10.0,0.6412750020390423,193.7850613533168,1.0,0.7769866194268181,67.41860582408765,10.0,0.7364699825357081,1.5,4.5,2.5,10013,Policy 0,dikesnet
20,64.63947232881178,1.0,0.2793462073688156,130.86103569895857,10.0,0.0780871375515253,231.1668734885052,1.0,0.6109088927081208,214.28433857328795,1.0,0.4065966538058796,46.255527598413366,1.0,0.1041485685529773,2.5,2.5,3.5,10014,Policy 0,dikesnet
85,172.63698190539407,1.5,0.8737173152965184,247.4916985212549,1.0,0.5523470140375377,214.45041964035752,10.0,0.9274979285879288,58.51567840678733,1.5,0.516919087212893,91.1298021056065,1.5,0.5714951682637885,4.5,1.5,3.5,10015,Policy 0,dikesnet
48,148.3734712868925,1.5,0.2912294133169447,136.19587590456274,1.0,0.646140220005959,250.78282909118303,1.0,0.508407913269611,44.2190116926329,1.0,0.4005949898946435,345.49488194135586,10.0,0.0582359446600803,1.5,3.5,1.5,10016,Policy 0,dikesnet
33,48.52713807229456,1.5,0.4137761725383593,201.663100814749,10.0,0.8079294727628342,268.54562998099607,1.0,0.3988513479333068,74.69432767816133,1.0,0.6851584897792105,160.26389258917112,10.0,0.766285328119105,4.5,3.5,1.5,10017,Policy 0,dikesnet
113,108.62215751716384,1.0,0.4155611776505198,251.88437977783025,1.0,0.8187452018403099,163.74075263653498,1.0,0.3945804940032494,84.31148692322097,1.0,0.9116903504774304,327.45254142900427,1.5,0.3615614232969748,1.5,1.5,2.5,10018,Policy 0,dikesnet
0,238.51822663691104,10.0,0.460826058184413,268.7976947317824,10.0,0.9224145553939076,313.0014599292897,10.0,0.7978032833297385,84.05795438428139,1.5,0.2351265484799247,40.32828754208406,1.0,0.7330047690390552,4.5,3.5,1.5,10019,Policy 0,dikesnet
88,275.53128700480306,1.5,0.4733264424788705,280.77435337939414,1.5,0.4221070193449445,102.63836415034734,10.0,0.7187805324926697,121.9754048579101,1.0,0.0506753582538036,56.21958566962424,1.5,0.029981270639861,3.5,4.5,3.5,10020,Policy 0,dikesnet
130,249.3484767482444,1.5,0.4178752543490664,191.98599867696575,1.5,0.9703229687219428,155.6284302965241,1.0,0.5941344840591369,122.51770024419925,1.5,0.7292269924886463,97.28610301951052,1.0,0.8365507726038535,2.5,2.5,1.5,10021,Policy 0,dikesnet
76,261.0575417291137,1.0,0.0489772970697736,107.28861460180347,1.0,0.1631694963126401,252.65379760066995,10.0,0.1360139268022052,346.18839231385374,1.5,0.8049837467883982,348.05642312236245,1.5,0.9510667991444404,1.5,1.5,3.5,10022,Policy 0,dikesnet
97,320.3435415698325,1.5,0.1111443250934247,214.9769480716663,1.0,0.7454047580504873,303.40437388753367,1.5,0.0690008240064169,317.8434907905961,1.0,0.054458249412567,140.60127061342223,1.0,0.9480134067575964,2.5,1.5,1.5,10023,Policy 0,dikesnet
125,85.89910695623531,1.5,0.3875258178907433,108.07281747053725,1.0,0.3016900635548028,202.53798669194828,1.0,0.9163117237527943,226.56403450371909,10.0,0.4935985717459424,39.52954722493822,1.5,0.8628571712030274,3.5,2.5,3.5,10024,Policy 0,dikesnet
115,100.7179478285062,1.0,0.8863018591134483,199.78252430671787,1.0,0.7682917946048633,219.60108687551067,1.5,0.955227902838705,328.90574370399247,1.5,0.2054446906854294,305.06656330625674,10.0,0.3720608640758049,2.5,4.5,2.5,10025,Policy 0,dikesnet
127,199.40189790103904,10.0,0.9407013006700746,75.1262620812422,10.0,0.0339736475336869,268.5813896912203,1.5,0.8985081346654742,156.93631735956086,1.5,0.3908423085613736,216.6718931353969,1.5,0.6709136693172141,4.5,3.5,4.5,10026,Policy 0,dikesnet
31,58.86152094155351,10.0,0.5097989690722057,122.25232392017904,1.5,0.8226702201263998,85.85612028656762,1.5,0.4218394905173307,326.1533988247798,1.5,0.0382360773518644,317.6432607791681,1.5,0.232950559633305,2.5,4.5,1.5,10027,Policy 0,dikesnet
125,55.69402471048395,1.0,0.6140231420357678,57.02210581459211,10.0,0.4169744815191347,346.9160031331408,1.5,0.5825821199576282,331.9036367143148,10.0,0.7648667445661996,109.13063642700328,1.0,0.925173646428972,2.5,4.5,4.5,10028,Policy 0,dikesnet
60,162.52165104921284,1.0,0.2089923616808274,170.85053835906163,1.0,0.3713222772112097,49.26940730595714,1.0,0.8478039098348844,226.4279779625137,10.0,0.6192461100788305,346.8159451072294,1.0,0.4730020218219284,4.5,4.5,3.5,10029,Policy 0,dikesnet
53,315.8306511852704,1.0,0.3298278056545246,268.85251418935576,1.5,0.5375420730190295,166.53713950489694,10.0,0.6495304337523331,67.6908874149288,10.0,0.9926030684207848,309.7043580034209,1.0,0.5998197652928562,3.5,4.5,4.5,10030,Policy 0,dikesnet
0,157.0976910385886,1.0,0.442736888674385,251.38319974568205,1.0,0.8686636561524882,99.17303653190083,1.0,0.4600499299443805,339.8409452368264,10.0,0.7484857824320627,198.1800318612721,1.0,0.674947950230367,4.5,3.5,1.5,10031,Policy 0,dikesnet
85,115.7034231414737,10.0,0.60497796686752,220.1991139057988,1.0,0.5024234587823887,58.650205730624805,1.5,0.2526213059147105,285.5169873391092,1.5,0.5894627687966058,207.72159513675635,1.5,0.3151389598499048,3.5,4.5,2.5,10032,Policy 0,dikesnet
76,323.48974839966206,10.0,0.0354453617853325,261.0787357812753,10.0,0.0769642289540275,48.96344590996236,1.0,0.5206508974858227,210.52894220171711,1.0,0.3204478782984447,150.04857987019412,1.0,0.8175941674777376,4.5,4.5,3.5,10033,Policy 0,dikesnet
100,107.9149485821246,1.0,0.4886886388139113,238.26743985220628,1.0,0.6720752450603958,346.6804203123623,1.5,0.728756263028039,144.3385170761223,1.5,0.9530789423040068,288.5633521227749,1.0,0.1617704556091696,1.5,4.5,4.5,10034,Policy 0,dikesnet
114,190.40447200338048,10.0,0.7499968536177718,256.5541075254869,1.0,0.5072381597895198,194.7894607300962,1.0,0.442013616844674,268.550434000935,1.0,0.0234766270376106,172.86369743943425,1.0,0.8925871738700851,4.5,3.5,2.5,10035,Policy 0,dikesnet
129,322.0000295886483,1.5,0.252700111763634,200.8457862214809,1.0,0.7910779673518632,153.1536749173267,1.5,0.7457158705307709,64.40764956145054,1.0,0.0433587452276109,94.3738571238105,1.5,0.2438124908167533,3.5,1.5,4.5,10036,Policy 0,dikesnet
50,127.90533181150607,10.0,0.8113019943547077,183.0433491557889,10.0,0.1478535175367507,311.3174728443306,1.0,0.1710088794295289,172.2087300137912,1.0,0.7660670713624466,172.98085535865405,1.0,0.3508355385941668,1.5,3.5,1.5,10037,Policy 0,dikesnet
112,307.3453048674684,1.5,0.7653951564097261,334.2459389591463,1.5,0.1186842535950469,114.95777331593166,1.0,0.3801756946548616,308.38434237109493,1.0,0.6251786328283598,227.0167210425065,10.0,0.9755273638042982,2.5,3.5,3.5,10038,Policy 0,dikesnet
84,49.89109650865389,10.0,0.388167270997848,130.38150770805294,10.0,0.7294240011865295,124.39204002269534,1.5,0.1073073287547481,70.70444497992833,1.0,0.2513589124676961,88.20793894423787,1.0,0.7779375557501663,3.5,3.5,1.5,10039,Policy 0,dikesnet
95,182.6225860334145,10.0,0.1201883752672458,311.8347907974586,1.5,0.6660231458404922,78.57853450881201,10.0,0.7572399819347022,128.36218165062755,10.0,0.4247016395509781,39.97585862395466,1.5,0.9583360174457636,2.5,4.5,1.5,10040,Policy 0,dikesnet
43,122.83628853888705,10.0,0.7042521503457537,107.1728922724739,1.5,0.5566755350944207,157.9696949760947,1.5,0.4368159261851146,78.05914786995837,10.0,0.3291653137202484,305.2358832515096,1.0,0.0259281171893982,1.5,2.5,1.5,10041,Policy 0,dikesnet
2,159.21235779856525,1.0,0.8820625081583492,242.45443920414849,1.0,0.702563596327087,309.8962241959371,1.0,0.2516093961582192,183.65257471985856,10.0,0.1627620812359797,98.41724756065216,10.0,0.4822817276047507,1.5,4.5,3.5,10042,Policy 0,dikesnet
28,206.24818673293584,10.0,0.5919185938836278,289.46829765343307,1.5,0.3240438100516595,36.423778618273325,10.0,0.3320657677776583,73.37135478030248,1.5,0.9078492572269312,239.00038380198805,1.0,0.1102000579050059,4.5,1.5,2.5,10043,Policy 0,dikesnet
132,51.761713570104696,1.5,0.364008809637133,30.33939554991797,1.5,0.0094537307824397,60.80115389975495,1.0,0.7641876922409049,315.91617455854066,1.0,0.412051108208051,313.4818206198205,1.5,0.1604428907819776,1.5,2.5,4.5,10044,Policy 0,dikesnet
30,268.0045089725641,1.0,0.3884989468864631,44.559484618145774,1.5,0.9970632999352969,128.0220730310743,1.5,0.3858950634037755,324.8914346567102,10.0,0.0245703180480175,299.93259365029104,1.5,0.1434006144529998,1.5,3.5,2.5,10045,Policy 0,dikesnet
39,67.42581146503451,10.0,0.8435328690990936,107.19395950070476,1.0,0.6768320320528772,80.23325503528565,1.0,0.3170296100283681,202.2111410669302,1.5,0.0993235023331752,111.66365028669496,1.5,0.9325841391917754,4.5,2.5,2.5,10046,Policy 0,dikesnet
50,186.8707013988885,10.0,0.3652663546502254,78.6975279127287,10.0,0.7811924056229098,303.6356377510615,10.0,0.9757548302381706,150.82097676924053,1.0,0.3890717846327481,56.590316199824805,1.5,0.8098105180285381,3.5,4.5,2.5,10047,Policy 0,dikesnet
32,318.33161035416475,1.5,0.127068828515879,307.2078743243195,1.0,0.0258115815602873,147.12310469633317,1.5,0.0131466856507753,236.5659546875393,1.0,0.8633540910891491,344.0552958823209,1.0,0.0324478375145035,2.5,1.5,3.5,10048,Policy 0,dikesnet
132,159.438347181005,1.0,0.7985774159890209,75.17021204110151,10.0,0.0382701130974738,272.9188090417362,10.0,0.7885472689371814,268.10895214193863,1.0,0.9480994068973172,65.07439652779068,1.5,0.5788972858917535,1.5,1.5,1.5,10049,Policy 0,dikesnet
9,245.7686010375803,1.0,0.3151191564756503,135.71084290477796,1.5,0.187038360769882,120.12674142655072,1.0,0.1220264296152334,189.73455536833885,1.5,0.1712832767623074,238.07901650648031,1.0,0.6100340237816888,4.5,1.5,3.5,10050,Policy 0,dikesnet
61,257.8575148907619,1.0,0.7464731341084844,291.4755612734453,1.0,0.7263135870840133,133.55762264314558,1.0,0.4995735561755025,333.8510396483974,10.0,0.4460120632857517,318.2529671132961,1.0,0.5658221379721279,1.5,2.5,1.5,10051,Policy 0,dikesnet
122,206.8188163783228,1.5,0.4162277459322802,104.14367524114876,1.5,0.7835231512120268,290.3379765119772,1.5,0.7541115445802467,46.65530203008503,1.5,0.5161958259121229,349.39634696683135,10.0,0.0656927146221459,1.5,4.5,1.5,10052,Policy 0,dikesnet
42,342.48777760462053,1.5,0.960087964926045,322.47576498223447,1.0,0.0565604502064656,75.81425768669267,1.5,0.1936748442773131,70.25005686381172,1.0,0.8444412916828545,237.46450674116997,10.0,0.8724170319062037,1.5,2.5,4.5,10053,Policy 0,dikesnet
34,348.09279627565934,1.0,0.7543490431913522,347.67777377787206,10.0,0.6419755801550664,337.17193005668287,1.0,0.4227879458435679,95.1322501079689,1.0,0.8797503139858689,94.56930021920763,1.0,0.381394361817937,2.5,3.5,3.5,10054,Policy 0,dikesnet
102,80.07148311865836,1.5,0.5199022531496665,324.49755925151834,10.0,0.514396825573956,90.13457871053356,1.0,0.5231109193547484,88.40184042244411,10.0,0.4720501001449579,60.68243069309474,10.0,0.1226845152341001,4.5,3.5,2.5,10055,Policy 0,dikesnet
57,145.86244350777588,10.0,0.1080398073834002,185.0532053770228,1.5,0.9899885201039552,118.605836010159,10.0,0.5769426658190638,336.2446051300116,1.0,0.978368611649895,178.3889034782757,1.5,0.7670830474530062,3.5,1.5,4.5,10056,Policy 0,dikesnet
129,68.16568166647465,1.0,0.921979700815352,138.97466529436224,1.0,0.097794795519497,173.05135311602683,1.5,0.6007569266650719,317.37216625723204,1.5,0.1318746143567286,293.9077144914369,1.5,0.430562727875595,4.5,4.5,3.5,10057,Policy 0,dikesnet
45,98.440693000739,10.0,0.7775241809703588,81.99716925758526,1.5,0.3697098797839449,272.28473683272983,10.0,0.6165767735560723,291.3778245962951,1.5,0.1968214773026555,261.8940968851547,1.0,0.132705382070932,2.5,4.5,3.5,10058,Policy 0,dikesnet
86,230.2691972175926,10.0,0.6196766612968049,63.316933272212765,1.0,0.1369517642234632,254.277755490879,1.0,0.0195026756063701,214.32497980256323,10.0,0.4594050180108239,191.0347466467769,1.5,0.4014783879972294,3.5,2.5,2.5,10059,Policy 0,dikesnet
85,258.71717929258693,1.5,0.3322270729021695,137.18359129123314,1.5,0.2232001514702209,249.82714390925003,1.0,0.2660233118068341,37.62368042403837,1.0,0.4971391988933302,276.88080266340893,1.5,0.1506948916313614,3.5,4.5,4.5,10060,Policy 0,dikesnet
26,277.11067707244405,10.0,0.17848772782713,259.1673242819357,1.0,0.2635355995333779,131.2896845711423,10.0,0.9622590710966548,79.34529417056869,1.0,0.0459220251057874,296.7119569629388,1.0,0.9599937655353032,4.5,1.5,4.5,10061,Policy 0,dikesnet
111,168.8129671050601,10.0,0.2726355368947382,64.63691542439524,1.5,0.8068737894541543,87.28835556634135,1.5,0.2726261469633003,35.30353222761572,1.0,0.8952835231431759,97.77734960167648,1.5,0.0278351068057572,3.5,1.5,1.5,10062,Policy 0,dikesnet
70,75.52923047580273,1.0,0.2787673449901976,98.38827850323506,1.0,0.3962499856421957,222.80435139251227,10.0,0.8869015144973682,122.20085707856268,1.5,0.7195444042031165,79.01912642812913,1.0,0.7580525004474338,4.5,4.5,4.5,10063,Policy 0,dikesnet
78,232.0647607911917,1.0,0.6714653160961545,181.38560278862752,1.0,0.2866347152241119,89.45451285873028,1.0,0.659793201310754,187.49720579877436,1.5,0.8684182304040506,311.0009078431642,1.0,0.629933285792056,2.5,4.5,1.5,10064,Policy 0,dikesnet
45,119.02403297368556,10.0,0.6951747274667625,239.1894123234185,10.0,0.785081118353259,123.50507991915704,10.0,0.1784745140132721,256.6135359471674,10.0,0.8823594492129165,153.92107460566058,1.5,0.134214674516572,4.5,3.5,1.5,10065,Policy 0,dikesnet
25,118.5253085912946,1.5,0.2824060109929955,298.0239714919675,1.0,0.3896956738215184,53.77797082151886,1.0,0.0285097536709397,110.79321476267658,10.0,0.2839516411090382,238.18917561200348,1.5,0.015698613646904,3.5,3.5,4.5,10066,Policy 0,dikesnet
109,60.36246387072403,1.5,0.2065413297642774,205.1812347666149,1.5,0.3050899978043859,327.88108405786505,1.5,0.988863139520646,247.72763009498263,1.5,0.2486286639488177,46.64288252603953,10.0,0.6121881083939742,2.5,3.5,3.5,10067,Policy 0,dikesnet
87,248.04960461341017,10.0,0.991394210868937,249.10879664542284,1.0,0.9773991631528666,123.97354078795082,1.0,0.4481855808953197,137.81075010511884,1.0,0.1809614641172097,75.87219761660656,1.0,0.4086035136136933,4.5,3.5,3.5,10068,Policy 0,dikesnet
32,301.28670169684256,1.5,0.168025630000848,244.8404455241668,10.0,0.2005720060589056,308.71072839465234,1.0,0.2917872943348131,232.04197688016987,1.5,0.2617774503965021,189.8580250191904,10.0,0.0721291629733349,2.5,2.5,4.5,10069,Policy 0,dikesnet
63,69.85511678029881,1.0,0.3912783677727212,330.11840307417754,1.0,0.6046896795962593,290.19902197626743,1.5,0.3046914298604281,285.9384480574112,1.5,0.5117102177414495,280.504773042913,10.0,0.0304908094279084,2.5,2.5,4.5,10070,Policy 0,dikesnet
58,250.6714099774913,10.0,0.6732151131168022,347.789417455216,1.0,0.7913612068017893,179.99488266970332,1.5,0.8419465124014636,92.81488862294262,10.0,0.3158859218475081,55.07333634157588,1.5,0.3588456171151377,1.5,2.5,1.5,10071,Policy 0,dikesnet
